geonameid	name	lat	lng	fclass	fcode	admin2	population
10783025	Sitampeta	18.23407	83.11513	P	PPL	745	0
10783026	Pasuppadu	18.23608	83.07971	P	PPL	745	0
10783027	Tyeda	18.21722	83.04366	P	PPL	745	0
10783028	Paturu	18.05059	83.14532	P	PPL	543	0
10783029	Budi	18.24543	83.13863	P	PPL	745	0
10783030	Kottavuru	18.09876	83.24836	P	PPL	543	0
10783031	Chinidipalem	18.22438	83.24929	P	PPLQ	543	0
10783032	Parvatipuram Railroad Station	18.77104	83.42723	S	RSTN	743	0
10783033	Gumada	18.88422	83.46886	P	PPL	743	0
10783047	Gondipadu	18.97432	83.31575	P	PPL		0
10783051	Tilesi	18.97775	83.32282	P	PPL	743	0
10783068	Lanja	18.98129	83.34219	P	PPL	743	0
10783069	Kona	18.98285	83.35276	P	PPL	743	0
10783071	Kirkitta	18.98768	83.36468	P	PPL	743	0
10783072	Joppeng	18.97366	83.37242	P	PPL	743	0
10783073	Bedda	18.9605	83.3808	P	PPL	743	0
10783074	Pusanandi	18.95311	83.37775	P	PPL	743	0
10783075	Singajolla	18.95607	83.35264	P	PPL	543	0
10783076	Kontesu	18.95709	83.34589	P	PPL	743	0
10783077	Gunakhallu	18.95726	83.33806	P	PPL	743	0
10783078	Zadaba	18.94804	83.36267	P	PPL		0
10783079	Gorlemma	18.94328	83.33692	P	PPL	743	0
10783081	Dirdaha	18.92936	83.33765	P	PPL	743	0
10783084	Turuku	18.93012	83.37333	P	PPL	543	0
10783085	Pedda Kumbhari	18.92131	83.33391	P	PPL		0
10783086	Tanuku	18.91693	83.36734	P	PPL	743	0
10783087	Ottai Kosu	18.92106	83.38233	P	PPL	743	0
10783088	Himri Kosu	18.91089	83.38291	P	PPL	543	0
10783089	Naya	18.92949	83.39646	P	PPL	743	0
10783090	Ulgesi	18.94037	83.40498	P	PPL	743	0
10783091	Mantikona	18.95905	83.40262	P	PPL	743	0
10783092	Konda Seka	18.96668	83.3964	T	MT	743	0
10783093	Gojjabadi	18.96555	83.40226	P	PPL	743	0
10783094	Polam Seka	18.98293	83.40446	P	PPL	743	0
10783095	Masimanda	18.98711	83.4023	P	PPL	743	0
10783096	Pedda Pedum	18.99059	83.40772	P	PPL	743	0
10783097	Ballapadu	18.99745	83.38878	P	PPL	743	0
10783100	Jala	18.96813	83.41513	P	PPL	743	0
10783101	Soradaguda	18.95567	83.43177	P	PPL	743	0
10783102	Jakuru	18.94533	83.4143	P	PPL	743	0
10783103	Masimanda	18.94052	83.4172	P	PPL	743	0
10783104	Ulipiri	18.94024	83.44611	P	PPL	743	0
10783110	Gandavalasa	18.90301	83.37894	P	PPL		0
10783111	Lodda	18.89429	83.38721	P	PPL	743	0
10783112	Jayakota Estate Forest	18.87196	83.39913	V	FRST		0
10783145	Manikyavalasa	18.78008	83.28436	P	PPL	743	0
10783148	Kottguddalayalasa	18.76631	83.27371	P	PPL	743	0
10783150	Gochekke	18.7585	83.27149	P	PPL	743	0
10783151	Kosadanivalasa	18.7647	83.275	P	PPL	743	0
10783152	Maltipalem	18.76584	83.27837	P	PPL	743	0
10783153	Sikayivalasa	18.76997	83.28496	P	PPL	743	0
10783154	Dokisila	18.76724	83.30239	P	PPL	743	0
10783155	Telunayuduvalasa	18.75845	83.29568	P	PPL	743	0
10783156	Buchchammapeta	18.75115	83.3054	P	PPL	743	0
10783157	Chelmavalasa	18.75211	83.31648	P	PPL	743	0
10783158	Doggavani Mulaga	18.7567	83.3293	P	PPL	743	0
10783159	Nadimi Mulaga	18.76339	83.32314	P	PPL	743	0
10783160	Pedda Mulaga	18.76752	83.32713	P	PPL	743	0
10783161	Billaguddavalasa	18.78521	83.31023	P	PPL	743	0
10783162	Pindilova	18.79345	83.30575	P	PPL	743	0
10783163	Elagavalasa	18.78831	83.31889	P	PPL	743	0
10783164	Putikavalasa	18.79218	83.31574	P	PPL	743	0
10783165	Lachandoravalasa	18.77047	83.3325	P	PPL	743	0
10783166	Kore	18.77465	83.34608	P	PPL	743	0
10783167	Gadabavalasa	18.77304	83.33753	P	PPL	743	0
10783168	Indupuram	18.7641	83.35788	P	PPL	743	0
10783169	Pedda Bondapalle	18.75247	83.37652	P	PPL	743	0
10783170	Sudigam	18.75113	83.36118	P	PPL	743	0
10783171	Mrutyunjayanagaram	18.7702	83.38522	P	PPL	743	0
10783172	Belagam Agraharam	18.77109	83.41877	P	PPLX	743	0
10783173	Chinna Bondapalle	18.76874	83.39459	P	PPL	743	0
10783174	Addapusila	18.76354	83.45408	P	PPL	743	0
10783175	Sitarampuram	18.76011	83.46679	P	PPL	743	0
10783176	Ramanayuduvalasa	18.76667	83.47004	P	PPL	743	0
10783177	Gadabavalasa	18.77415	83.46474	P	PPL	743	0
10783178	Ullibhadra	18.75516	83.47866	P	PPL	743	0
10783179	Gadabavalasa	18.7632	83.48542	P	PPLQ	743	0
10783180	Kottamramnayuduvalasa	18.75615	83.48874	P	PPL	743	0
10783181	Sunki	18.76961	83.49773	P	PPL	743	0
10783182	Kottavanivalasa	18.77119	83.47797	P	PPLQ	743	0
10783183	Kottavalasa	18.78176	83.43677	P	PPL	743	0
10783184	Bantuvanivalasa	18.78187	83.46841	P	PPL	743	0
10783185	Ralla Gedda	18.77677	83.47371	H	STMI		0
10783186	Gadabavalasa	18.77851	83.4828	P	PPLQ	743	0
10783187	Navire	18.79189	83.49358	P	PPLQ	743	0
10783188	Gopalapuram	18.79093	83.45335	P	PPL	743	0
10783189	Markondaputti	18.80298	83.4857	P	PPL	743	0
10783190	Chandrammapeta	18.80322	83.45219	P	PPL	743	0
10783191	Sivini	18.80302	83.43616	P	PPL	743	0
10783192	Vikrampuram	18.81318	83.44607	P	PPL	743	0
10783193	Kurampeta	18.80946	83.4299	P	PPL	743	0
10783194	Parasuramapuram	18.80833	83.46306	P	PPL	743	0
10783195	Gunanupuram	18.81862	83.48751	P	PPL	743	0
10783196	Gadabavalasa	18.81844	83.47326	P	PPL	743	0
10783197	Gadabavalasa	18.82436	83.46184	P	PPL	743	0
10783198	Basangi	18.82053	83.49646	P	PPL	743	0
10783199	Artam	18.82496	83.45328	P	PPL	743	0
10783200	Duggi	18.8359	83.48541	P	PPL	743	0
10783201	Nimmalapadu	18.83751	83.49144	P	PPL	743	0
10783202	Bitrapadu	18.84412	83.48921	P	PPL	743	0
10783203	Kollikota	18.85163	83.4824	P	PPL	743	0
10783204	Gararvalasa	18.84214	83.46616	P	PPL	743	0
10783205	Samenayuduvalasa	18.84869	83.45687	P	PPL	743	0
10783206	Gangareguvalasa	18.85302	83.45651	P	PPL	743	0
10783207	Gadabavalasa	18.86016	83.47113	P	PPL	743	0
10783208	Kotapam	18.8629	83.45581	P	PPL	743	0
10783209	Someshwara Devalayam	18.86414	83.47488	S	SHRN	743	0
10783210	Dalayipeta	18.86106	83.48616	P	PPL	743	0
10783211	Koduvalasa	18.87005	83.47927	P	PPL	743	0
10783212	Sitamambapuram	18.88668	83.46175	P	PPL	743	0
10783213	Todam	18.8913	83.47844	P	PPL	743	0
10783214	Rayapuram	18.90777	83.48642	P	PPL	743	0
10783215	Kota	18.90181	83.47256	P	PPL	743	0
10783216	Mutturu	18.91111	83.47486	P	PPL	743	0
10783217	Kottavalasa	18.89295	83.44471	P	PPL	743	0
10783218	Lingandoravalasa	18.87819	83.43581	P	PPL	743	0
10783219	Nadamvalasa	18.87397	83.44557	P	PPL	743	0
10783220	Burijivalasa	18.87155	83.43544	P	PPL	743	0
10783221	Banjukuppa	18.86384	83.4317	P	PPL	743	0
10783222	Nagandoravalasa	18.86722	83.41482	P	PPL	743	0
10783223	Kottavalasa	18.86328	83.41418	P	PPL	743	0
10783224	Kambavalasa	18.85757	83.42166	P	PPL	743	0
10783226	Rajalakshmipuram	18.85277	83.4276	P	PPL	743	0
10783227	Kandivalasa	18.84509	83.42969	P	PPL	743	0
10783228	Gadabavalasa	18.83972	83.43875	P	PPL	743	0
10783229	Gadabavalasa	18.83036	83.4295	P	PPL	743	0
10783230	Pantulavalasa	18.83239	83.43899	P	PPL	743	0
10783231	Ungabhadra	18.82941	83.42176	P	PPL	743	0
10783232	Jangalpeta	18.82248	83.42557	P	PPL	743	0
10783233	Tamandavalasa	18.81937	83.41444	P	PPL	743	0
10783234	Nandapuram	18.82095	83.40792	P	PPL	743	0
10783235	Konavalasa	18.8311	83.41056	P	PPL	743	0
10783236	Badavalasa	18.83655	83.41491	P	PPL	743	0
10783237	Pedda Mariki	18.81244	83.39525	P	PPL	743	0
10783238	Rajampeta	18.80737	83.41955	P	PPL	743	0
10783239	Gadabavalasa	18.80059	83.40211	P	PPL	743	0
10783240	Srirangapuram	18.80599	83.39114	P	PPL	743	0
10783241	Pittalavalasa	18.80172	83.37695	P	PPL	743	0
10783242	Bori Konda	18.79588	83.38565	T	MT	743	0
10783243	Varahal Gedda	18.78058	83.45605	H	STMI		0
10783244	Krishnapalle	18.78914	83.41616	P	PPL	743	0
10783245	Lakshminarayanapuram	18.78415	83.39823	P	PPL	743	0
10783246	Nissankupuram	18.77959	83.39011	P	PPL	743	0
10783247	Sukkapaduvalasa	18.78145	83.3873	P	PPL	743	0
10783248	Sangamvalasa	18.78252	83.36595	P	PPL	743	0
10783249	Gadabavalasa	18.7713	83.36702	P	PPL	743	0
10783250	Gangapuram	18.77027	83.35344	P	PPL	743	0
10783251	Sitammapeta	18.78871	83.35064	P	PPL	743	0
10783253	Ravikona	18.80544	83.36648	P	PPL	743	0
10783254	Adduruvalasa	18.79209	83.3674	P	PPL	743	0
10783259	Buttivalasa	18.81287	83.36696	P	PPL	743	0
10783260	Jagannadhapuram	18.78885	83.42417	P	PPL	743	0
10783264	Rajampeta	18.85313	83.41267	P	PPL	743	0
10783267	Sivandravalasa	18.81628	83.38468	P	PPLQ	743	0
10783270	Sarapadu	18.88889	83.41092	P	PPL	743	0
10783271	Battumogavalasa	18.90086	83.4153	P	PPL	743	0
10783272	Sisaduvalasa	18.90105	83.42592	P	PPL	743	0
10783273	Pedda Kherjali	18.89134	83.42498	P	PPL	743	0
10783274	Regulapadu	18.88466	83.43397	P	PPL	743	0
10783275	Vanakabadi	18.90568	83.39935	P	PPL	743	0
10783276	Antivalasa	18.91306	83.44629	P	PPL	743	0
10783277	Devukona	18.92239	83.44616	P	PPL	743	0
10783278	Sankesu	18.9193	83.41321	P	PPL	743	0
10783279	Devarbadi	18.92383	83.40345	P	PPL	743	0
10783280	Ullandri	18.92677	83.42611	P	PPL	743	0
10783281	Loddalupadu	18.9273	83.43237	P	PPL	743	0
10783282	Alluvada	18.93792	83.44242	P	PPL	743	0
10783283	Guddam	18.93311	83.40862	P	PPL	743	0
10783285	Vodadara	18.99622	83.47276	P	PPL	743	0
10783286	Boddidi	18.99474	83.49389	P	PPL	743	0
10783287	Valava	18.98589	83.45644	P	PPL		0
10783289	Chorapalle	18.97689	83.49688	P	PPL	743	0
10783290	Gunada	18.96485	83.49757	P	PPL	743	0
10783295	Poduguvalasa	18.95257	83.46603	P	PPL	743	0
10783296	Sekavaravalasa	18.95088	83.47502	P	PPL	743	0
10783297	Sekavara	18.94854	83.47201	P	PPL	743	0
10783298	Karisila	18.94359	83.4669	P	PPL	743	0
10783299	Gajelaguda	18.94485	83.48912	P	PPL	743	0
10783300	Ramabhadrapuram	18.94045	83.45304	P	PPL	743	0
10783301	Dallilaidavalasa	18.93666	83.47649	P	PPL	743	0
10783302	Kemisila	18.93616	83.49027	P	PPL	743	0
10783303	Lakshminayuduvalasa	18.93354	83.45451	P	PPL	743	0
10783304	Labesu	18.92511	83.4696	P	PPL	743	0
10783305	Ippalvalasa	18.92906	83.49426	P	PPL	743	0
10783306	Kilikavalasa	18.92318	83.47422	P	PPL	743	0
10783307	Purnapadu	18.92593	83.46673	P	PPL	743	0
10783308	Madalangi	18.89621	83.49567	P	PPL	743	0
10783309	Komarada	18.89756	83.4633	P	PPL	743	0
10783310	Devaragumpa	18.86076	83.4753	P	PPL	743	0
10783315	Jarna	18.9763	83.48231	P	PPL	743	0
10783318	Gummudu Gedda	18.82387	83.49312	H	STMI		0
10783319	Kummarigunta	18.84575	83.43935	P	PPL	743	0
10783320	Balagudaba	18.75102	83.43392	P	PPL	743	0
10783321	Tanku	18.9545	83.36133	P	PPL		0
10783322	Tulasivalasa	18.92053	83.48143	P	PPL	743	0
10783325	Vannam	18.87542	83.49943	P	PPL	743	0
10783326	Pujariguda	18.91596	83.49928	P	PPL	743	0
10783327	Boddavalasa	18.74643	83.25906	P	PPL	743	0
10783328	Tonki	18.74558	83.26744	P	PPL	743	0
10783329	Dangadimaddivalasa	18.74123	83.25037	P	PPL	743	0
10783330	Saladavalasa	18.7403	83.26658	P	PPL	743	0
10783331	Parlavalasa	18.73769	83.25645	P	PPL	743	0
10783332	Donkalakottapatnam	18.73552	83.26504	P	PPL	743	0
10783333	Tadingavalasa	18.73268	83.2706	P	PPL	743	0
10783334	Vijayaramapuram	18.72579	83.26734	P	PPL	743	0
10783335	Kari Gedda	18.70676	83.29746	H	STMI		0
10783336	Nidakavalasa	18.74225	83.27794	P	PPL	743	0
10783337	Alimetta	18.74872	83.29176	T	MT	743	0
10783338	Karagotavalasa	18.72491	83.29787	P	PPL	743	0
10783339	Tallaburidi	18.74129	83.32802	P	PPL	743	0
10783340	Jamadala	18.72695	83.30845	P	PPL	743	0
10783341	Jammadivalasa	18.71534	83.31935	P	PPL	743	0
10783342	Bandaluppi	18.71874	83.33463	P	PPL	743	0
10783343	Gadabavalasa	18.70963	83.33701	P	PPL	743	0
10783344	Virabhadrapuram	18.70774	83.33727	P	PPL	743	0
10783345	Kottavalasa	18.70014	83.32352	P	PPL	743	0
10783346	Antivalasa	18.69762	83.34315	P	PPL	743	0
10783347	Venkata Bhairipuram Agraharam	18.69383	83.31111	P	PPL	743	0
10783348	Turumamidi	18.68594	83.29056	P	PPL	743	0
10783349	Bangaruvalasa	18.69204	83.26334	P	PPL	743	0
10783350	Kondabuchchammapeta	18.68119	83.25742	P	PPL	743	0
10783351	Kona	18.69537	83.27545	P	PPL	743	0
10783352	Gopalapuram	18.69745	83.28364	P	PPL	743	0
10783353	Sirlam	18.70212	83.30557	P	PPL	743	0
10783354	Godevalasa	18.70371	83.29643	P	PPL	743	0
10783355	Lovarakhandi	18.70769	83.28987	P	PPL	743	0
10783356	Gomukhi River	18.69981	83.3027	H	STM		0
10783357	Addar Gedda	18.69599	83.26861	H	STM		0
10783358	Nagulladabbagadda	18.70545	83.25043	P	PPL	743	0
10783359	Dabburuvalasa	18.66654	83.2689	P	PPL	743	0
10783360	Santeswaram	18.67365	83.27843	P	PPL	743	0
10783361	Medara Metta	18.65584	83.27077	T	HLL	743	0
10783362	Antivalasa	18.65961	83.25311	P	PPL	743	0
10783363	Pulleruvalasa	18.64804	83.25022	P	PPL	743	0
10783364	Marreduvalasa	18.64668	83.25186	P	PPL	743	0
10783365	Payakapadu	18.64635	83.27272	P	PPL	743	0
10783366	Melapuvalasa	18.64981	83.27699	P	PPL	743	0
10783367	Burada Gedda	18.6786	83.34261	H	STM		0
10783368	Addumanda	18.63886	83.2927	P	PPL	743	0
10783369	Mukavalasa	18.63402	83.25906	P	PPL	743	0
10783370	Mosuruvalasa	18.63012	83.25116	P	PPL	743	0
10783371	Mulagalapadu	18.63055	83.26477	P	PPL	743	0
10783372	Regulavalasa	18.62884	83.25474	P	PPL	743	0
10783373	Simidigeddavalasa	18.63181	83.27886	P	PPL	743	0
10783374	Addumanda	18.6285	83.29187	P	PPL	743	0
10783375	Buchchammapeta	18.63482	83.27989	P	PPL	743	0
10783376	Venkatammapeta	18.63844	83.30682	P	PPL	743	0
10783377	Kannammapeta	18.63357	83.30412	P	PPL	743	0
10783378	Velagavalasa	18.61796	83.29837	P	PPL	743	0
10783379	Nimmalapadu	18.61877	83.2812	P	PPL	743	0
10783380	Gunikondavalasa	18.62159	83.26944	P	PPL	743	0
10783381	Marayyapadu	18.61932	83.25287	P	PPL	743	0
10783382	Tadilovavalasa	18.61706	83.26661	P	PPL	743	0
10783383	Guni Konda	18.61544	83.25309	T	MT	743	0
10783384	Koyyakondavalasa	18.61096	83.26883	P	PPL	743	0
10783385	Chimmidiguddavalasa	18.60568	83.26728	P	PPL	743	0
10783386	Addu Konda	18.60772	83.27841	T	MT	543	0
10783387	Chellivalasa	18.59784	83.26136	P	PPL	743	0
10783388	Pedda Konda	18.59042	83.27915	T	MT	543	0
10783389	Kesavapalle	18.5879	83.30024	P	PPL	543	0
10783390	Chimpi Konda	18.58123	83.31097	T	MT	543	0
10783391	Akkikonetuvalasa	18.58847	83.31926	P	PPL	543	0
10783392	Swetagiri Konda	18.58473	83.32919	T	HLL	543	0
10783393	Racheruvalasa	18.5897	83.33934	P	PPL	543	0
10783394	Mallammapeta	18.57656	83.34024	P	PPL	543	0
10783395	Gangandoravalasa	18.57298	83.28917	P	PPL	543	0
10783396	Mosurvalasa	18.57229	83.28187	P	PPL	543	0
10783397	Battaduvalasa	18.57339	83.25218	P	PPL	743	0
10783398	Karandoravalasa	18.56549	83.27523	P	PPL	543	0
10783399	Jogidoravalasa	18.56561	83.27913	P	PPL	543	0
10783400	Donguruvalasa	18.57216	83.29655	P	PPL	543	0
10783401	Ramannadoravalasa	18.5675	83.3296	P	PPL	543	0
10783402	Raj Mahal	18.56982	83.33549	P	PPL	543	0
10783403	Pullerivalasa	18.57319	83.32663	P	PPL	543	0
10783404	Chitrakota Boddavalasa	18.61273	83.30893	P	PPL	543	0
10783405	Venkatarayudupeta	18.60931	83.31943	P	PPL	543	0
10783406	Gopalarayudupeta	18.6085	83.32633	P	PPL	543	0
10783407	Sitayyapeta	18.60765	83.34661	P	PPL	543	0
10783408	Dibbagudavalasa	18.59624	83.34736	P	PPL	543	0
10783409	Chinna Borabanda	18.55603	83.25808	P	PPL	743	0
10783410	Gollapeta	18.54313	83.28549	P	PPL	543	0
10783411	Narayanappavalasa	18.54374	83.30286	P	PPL	543	0
10783412	Sitarampuram	18.53981	83.31726	P	PPL	543	0
10783413	Rompalle	18.54122	83.26911	P	PPL	743	0
10783414	Bhayanipuram	18.54266	83.26318	P	PPL	743	0
10783415	Rongalivanivalasa	18.53808	83.2593	P	PPL	743	0
10783416	Chinna Parannavalasa	18.53544	83.2555	P	PPL	743	0
10783417	Appalarajupeta	18.53894	83.28784	P	PPL	543	0
10783418	Chitti Sitarampuram	18.52807	83.28273	P	PPL	543	0
10783419	Vangapanduvalasa	18.52525	83.26467	P	PPL	543	0
10783420	Mirtivalasa	18.5154	83.25953	P	PPL	543	0
10783421	Paradi	18.52453	83.30552	P	PPL	543	0
10783422	Bhojarajupuram	18.52136	83.31747	P	PPL	543	0
10783423	Itlamamidipalle	18.50915	83.31076	P	PPL	543	0
10783424	Panukuvalasa	18.53387	83.34314	P	PPL	543	0
10783425	Sompuram	18.50085	83.30009	P	PPL	543	0
10783426	Tarapuram	18.50227	83.25447	P	PPL	543	0
10783427	Golladi Agraharam	18.50907	83.33818	P	PPL	543	0
10783428	Mettavalasa	18.5405	83.32928	P	PPL	543	0
10783429	Penta	18.52529	83.36159	P	PPL	543	0
10783430	Burjavalasa Agraharam	18.5408	83.35084	P	PPL	543	0
10783431	Challarapuduvalasa	18.5467	83.36445	P	PPL	543	0
10783432	Rangarayapuram	18.54528	83.36925	P	PPL	543	0
10783433	Appayyapeta	18.56143	83.3641	P	PPL	543	0
10783434	Gunnatotavalasa Agraharam	18.55695	83.3476	P	PPL	543	0
10783435	Kirlampudi Palace	18.56447	83.33401	S	PAL	543	0
10783436	Gollapalle	18.569	83.37495	P	PPL	543	0
10783437	Mugada	18.50492	83.38234	P	PPL	543	0
10783438	Mallammapeta	18.50824	83.4017	P	PPL	543	0
10783439	Chinna Bhimavaram Agraharam	18.51462	83.36794	P	PPL	543	0
10783440	Bhimavaram Agraharam	18.52167	83.37234	P	PPL	543	0
10783441	Pedda Palteru	18.52916	83.3989	P	PPL	543	0
10783442	Janardana Rangarayapuram	18.53303	83.37612	P	PPL	543	0
10783443	Elagavalasa	18.54015	83.39685	P	PPL	543	0
10783444	Alluduvalasa	18.50177	83.42178	P	PPL	543	0
10783445	Buchchavanivalasa	18.52037	83.42028	P	PPL	543	0
10783446	Chinna Palteru	18.52844	83.41077	P	PPL	543	0
10783447	Allu Palteru	18.53108	83.41536	P	PPL	543	0
10783448	Anavaram	18.53768	83.42787	P	PPL	543	0
10783449	Kotipalle	18.50158	83.43978	P	PPL	543	0
10783450	Vadada	18.506	83.4574	P	PPL	543	0
10783451	Gopalakrishna Rangarayipuram	18.52112	83.44176	P	PPL	543	0
10783452	Venkammapeta	18.51914	83.44963	P	PPL	543	0
10783453	Karada	18.54878	83.42727	P	PPL	543	0
10783454	Embannavalasa Agraharam	18.55794	83.40798	P	PPL	543	0
10783455	Kollivalasa	18.56567	83.42427	P	PPL	543	0
10783456	Jahardhanavalasa	18.55243	83.46304	P	PPL	543	0
10783457	Narasimhavalasa	18.55873	83.4801	P	PPL	543	0
10783458	Nandabalaga	18.54362	83.47083	P	PPL	543	0
10783459	Pinepenki	18.53196	83.4556	P	PPL	543	0
10783460	Rejeru	18.51949	83.47	P	PPL	543	0
10783461	Ramanna Agraharam	18.51739	83.48246	P	PPL	543	0
10783462	Nandigam	18.51481	83.49216	P	PPL	543	0
10783463	Rajayyapeta	18.50459	83.48598	P	PPL	543	0
10783464	Kusumuru	18.54343	83.49669	P	PPL	543	0
10783465	Kondadevupalle	18.57673	83.44388	P	PPL	543	0
10783466	Kammavalasa	18.57982	83.44658	P	PPL	543	0
10783467	Sivvadivalasa	18.57549	83.46761	P	PPL	543	0
10783468	Bhairipuram	18.57063	83.48691	P	PPL	743	0
10783469	Muttavalasa	18.58999	83.42747	P	PPL	543	0
10783470	Ramuduvalasa	18.59632	83.44832	P	PPL	543	0
10783471	Gadabavalasa	18.74886	83.34872	P	PPL	743	0
10783472	Lakshminarayanapeta	18.73907	83.36013	P	PPL	743	0
10783473	Gadabavalasa	18.7426	83.37809	P	PPL	743	0
10783474	Narasipuram	18.7399	83.40569	P	PPL	743	0
10783475	Karadavalasa	18.73655	83.39273	P	PPL	743	0
10783476	Venkatarayunipeta	18.73344	83.4219	P	PPL	743	0
10783477	Gadabavalasa	18.72791	83.416	P	PPL	743	0
10783478	Jalidegavalasa	18.71984	83.39693	P	PPL	743	0
10783479	Mutyaludoravalasa	18.71442	83.42356	P	PPL	743	0
10783480	Gadabavalasa	18.71761	83.42871	P	PPL	743	0
10783481	Maripivalasa	18.717	83.38142	P	PPL	743	0
10783482	Surammapeta	18.72364	83.37206	P	PPL	743	0
10783483	Sitarampeta	18.7096	83.37254	P	PPL	743	0
10783484	Puligummi	18.71241	83.35398	P	PPL	743	0
10783485	Repativalasa	18.69881	83.35239	P	PPL	743	0
10783486	Lachchirajupeta	18.73009	83.3453	P	PPL	743	0
10783487	Putturu	18.73557	83.35327	P	PPL	743	0
10783488	Mudadlavalasa	18.73744	83.35413	P	PPL	743	0
10783489	Buchchime	18.69836	83.38206	P	PPL	743	0
10783490	Papayyavalasa	18.69694	83.39867	P	PPL	743	0
10783491	Ippalavalasa	18.69438	83.39549	P	PPL	743	0
10783492	Jogempeta	18.6859	83.38406	P	PPL	743	0
10783493	Nilakanthapuram	18.6844	83.40642	P	PPL	743	0
10783494	Geddaluppi	18.6797	83.33421	P	PPL	743	0
10783495	Ammadevi Parvatam	18.68312	83.3582	T	MT	743	0
10783496	Appayyapeta	18.677	83.37208	P	PPL	743	0
10783497	Sitanagaram Railroad Station	18.67261	83.37533	S	RSTN	743	0
10783498	Tamarakhandi	18.672	83.34807	P	PPL	743	0
10783499	Baggandoravalasa	18.67647	83.32857	P	PPL	743	0
10783500	Ballakrishnapuram	18.67214	83.33149	P	PPL	743	0
10783501	Bakkupeta	18.65653	83.34039	P	PPL	743	0
10783502	Pedda Bhogila	18.66106	83.37934	P	PPL	743	0
10783503	Burjipeta	18.66094	83.38715	P	PPL	743	0
10783504	Konkaravada	18.74652	83.45828	P	PPL	743	0
10783505	Sivarampuram	18.74545	83.46399	P	PPL	743	0
10783506	Tulsiramavalasa	18.74583	83.48789	P	PPL	743	0
10783507	Gollodivalasa	18.73972	83.49682	P	PPL	743	0
10783508	Uddavolu	18.72005	83.47551	P	PPL	743	0
10783509	Chinna Gudaba	18.71932	83.46015	P	PPL	743	0
10783510	Itimivalasa	18.71259	83.48999	P	PPL	743	0
10783511	Garugubilli	18.71188	83.49161	P	PPL	743	0
10783512	Pedduru	18.70361	83.49519	P	PPL	743	0
10783513	Burada Venkatapuram	18.69708	83.47506	P	PPL	743	0
10783514	Vallarigudaba	18.70155	83.44868	P	PPL	743	0
10783515	Nidagallu	18.69483	83.41605	P	PPL	743	0
10783516	Venkatapuram Agraharam	18.67629	83.41513	P	PPL	743	0
10783517	Krishnapuram	18.67501	83.44296	P	PPL	743	0
10783518	Pedda Ankalam	18.67053	83.45864	P	PPL	743	0
10783519	Pata Ajjada	18.67493	83.48407	P	PPL	743	0
10783520	Padukuvalasa	18.6618	83.46802	P	PPL	743	0
10783521	Chinna Ankalam	18.66201	83.4536	P	PPL	743	0
10783522	Burja	18.66428	83.43743	P	PPL	743	0
10783523	Lakshmipuram	18.66201	83.40696	P	PPL	743	0
10783524	Challayyavalasa	18.65371	83.41498	P	PPL	743	0
10783525	Jagannadhapuram	18.64704	83.44275	P	PPL	743	0
10783526	Sivarampuram	18.64574	83.46896	P	PPL	743	0
10783527	Badevalasa	18.64554	83.45245	P	PPL	743	0
10783528	Rajannavalasa	18.64314	83.45485	P	PPL	743	0
10783529	Subhadra	18.63867	83.46128	P	PPL	743	0
10783530	Gadelavalasa	18.63598	83.44056	P	PPL	743	0
10783531	Reddivalasa	18.63431	83.44549	P	PPL	743	0
10783532	Ramayyapeta	18.63411	83.43098	P	PPL	743	0
10783533	Gongadavalasa	18.62798	83.45098	P	PPL	743	0
10783534	Mirthuvalasa	18.6219	83.49111	P	PPL	743	0
10783535	Barli	18.62151	83.47253	P	PPL	743	0
10783536	Annamnayuduvalasa	18.62208	83.43833	P	PPL	743	0
10783537	Janumalluvalasa	18.62213	83.42553	P	PPL	743	0
10783538	Punu Buchchammapeta	18.63329	83.415	P	PPL	743	0
10783539	Sitarampuram	18.62579	83.40318	P	PPL	743	0
10783540	Chintada	18.6109	83.44965	P	PPL	543	0
10783541	Raja Ranigaru Cheruvu	18.60385	83.45874	H	RSVI		0
10783542	Vakadavalasa	18.61019	83.4211	P	PPL	543	0
10783543	Kalavarayi Agraharam	18.60787	83.41197	P	PPL	543	0
10783544	Janardanarangarayapuram	18.60978	83.37575	P	PPL	743	0
10783545	Lingamvalasa	18.60565	83.38706	P	PPL	543	0
10783546	Komatipalle	18.60246	83.39515	P	PPL	543	0
10783547	Kummandampeta	18.59046	83.40681	P	PPL	543	0
10783548	Krishna Sagaram	18.60163	83.49744	H	LKI		0
10783549	Krishnapuram	18.57724	83.38925	P	PPL	543	0
10783550	Jagannadhapuram	18.58231	83.37605	P	PPL	543	0
10783551	Pakki	18.59713	83.47991	P	PPL	543	0
10783552	Pata Bobbili	18.58624	83.36352	P	PPL	743	0
10783553	Piridi	18.57355	83.41584	P	PPL	543	0
10783554	Sannasirayudupeta	18.71933	83.4315	P	PPL	743	0
10783555	Rayandoravalasa	18.71798	83.43038	P	PPL	743	0
10783556	Pedda Gudaba	18.72442	83.44326	P	PPL	743	0
10783557	Gadabavalasa	18.72808	83.44541	P	PPL	743	0
10783558	Dalayivalasa	18.73697	83.4745	P	PPL	743	0
10783559	Sumitrapuram Agraharam	18.68851	83.46326	P	PPL	743	0
10783560	Chandrammapeta	18.66188	83.30529	P	PPL	743	0
10783561	Papyyavalasa	18.66001	83.29735	P	PPL	743	0
